expression,level,expected
24+2*d(x/3),9,30
24+2*d(x/3),10,30
24+2*d(x/3),11,30
24+2*d(x/3),12,32
24+2*d(x/3),13,32
24+2*d(x/3),14,32
24+2*d(x/3),15,34
24+2*d(x/3),16,34
24+2*d(x/3),17,34
24+2*d(x/3),18,36
24+2*d(x/3),19,36
24+2*d(x/3),20,36
24+2*d(x/3),21,38
24+2*d(x/3),22,38
24+2*d(x/3),23,38
24+2*d(x/3),24,40
24+2*d(x/3),25,40
24+2*d(x/3),26,40
24+2*d(x/3),27,42
24+2*d(x/3),28,42
24+2*d(x/3),29,42
24+2*d(x/3),30,44
24+2*d(x/5),1,24
24+2*d(x/5),2,24
24+2*d(x/5),3,24
24+2*d(x/5),4,24
24+2*d(x/5),5,26
24+2*d(x/5),6,26
24+2*d(x/5),7,26
24+2*d(x/5),8,26
24+2*d(x/5),9,26
24+2*d(x/5),10,28
24+2*d(x/5),11,28
24+2*d(x/5),12,28
24+2*d(x/5),13,28
24+2*d(x/5),14,28
24+2*d(x/5),15,30
24+2*d(x/5),16,30
24+2*d(x/5),17,30
24+2*d(x/5),18,30
24+2*d(x/5),19,30
24+2*d(x/5),20,32
24+2*d(x/5),21,32
24+2*d(x/5),22,32
24+2*d(x/5),23,32
24+2*d(x/5),24,32
24+2*d(x/5),25,34
24+2*d(x/5),26,34
24+2*d(x/5),27,34
24+2*d(x/5),28,34
24+2*d(x/5),29,34
24+2*d(x/5),30,36
24+4*d(x/4),1,24
24+4*d(x/4),2,24
24+4*d(x/4),3,24
24+4*d(x/4),4,28
24+4*d(x/4),5,28
24+4*d(x/4),6,28
24+4*d(x/4),7,28
24+4*d(x/4),8,32
24+4*d(x/4),9,32
24+4*d(x/4),10,32
24+4*d(x/4),11,32
24+4*d(x/4),12,36
24+4*d(x/4),13,36
24+4*d(x/4),14,36
24+4*d(x/4),15,36
24+4*d(x/4),16,40
24+4*d(x/4),17,40
24+4*d(x/4),18,40
24+4*d(x/4),19,40
24+4*d(x/4),20,44
24-4*d(x/4),1,24
24-4*d(x/4),2,24
24-4*d(x/4),3,24
24-4*d(x/4),4,20
24-4*d(x/4),5,20
24-4*d(x/4),6,20
24-4*d(x/4),7,20
24-4*d(x/4),8,16
24-4*d(x/4),9,16
24-4*d(x/4),10,16
24-4*d(x/4),11,16
24-4*d(x/4),12,12
24-4*d(x/4),13,12
24-4*d(x/4),14,12
24-4*d(x/4),15,12
24-4*d(x/4),16,8
24-4*d(x/4),17,8
24-4*d(x/4),18,8
24-4*d(x/4),19,8
24-4*d(x/4),20,4
240,1,240
240,2,240
240,3,240
240,4,240
240,5,240
240,6,240
240,7,240
240,8,240
240,9,240
240,10,240
240,11,240
240,12,240
240,13,240
240,14,240
240,15,240
240,16,240
240,17,240
240,18,240
240,19,240
240,20,240
240,21,240
240,22,240
240,23,240
240,24,240
240,25,240
240,26,240
240,27,240
240,28,240
240,29,240
240,30,240
240+4*x,1,244
240+4*x,2,248
240+4*x,3,252
240+4*x,4,256
240+4*x,5,260
240+4*x,6,264
240+4*x,7,268
240+4*x,8,272
240+4*x,9,276
240+4*x,10,280
240+4*x,11,284
240+4*x,12,288
240+4*x,13,292
240+4*x,14,296
240+4*x,15,300
240+4*x,16,304
240+4*x,17,308
240+4*x,18,312
240+4*x,19,316
240+4*x,20,320
240+4*x,21,324
240+4*x,22,328
240+4*x,23,332
240+4*x,24,336
240+4*x,25,340
240+4*x,26,344
240+4*x,27,348
240+4*x,28,352
240+4*x,29,356
240+4*x,30,360
240+5*x,1,245
240+5*x,2,250
240+5*x,3,255
240+5*x,4,260
240+5*x,5,265
240+5*x,6,270
240+5*x,7,275
240+5*x,8,280
240+5*x,9,285
240+5*x,10,290
240+5*x,11,295
240+5*x,12,300
240+5*x,13,305
240+5*x,14,310
240+5*x,15,315
240+5*x,16,320
240+5*x,17,325
240+5*x,18,330
240+5*x,19,335
240+5*x,20,340
240+6*x,1,246
240+6*x,2,252
240+6*x,3,258
240+6*x,4,264
240+6*x,5,270
240+6*x,6,276
240+6*x,7,282
240+6*x,8,288
240+6*x,9,294
240+6*x,10,300
240+6*x,11,306
240+6*x,12,312
240+6*x,13,318
240+6*x,14,324
240+6*x,15,330
240+6*x,16,336
240+6*x,17,342
240+6*x,18,348
240+6*x,19,354
240+6*x,20,360
240+8*x,1,248
240+8*x,2,256
240+8*x,3,264
240+8*x,4,272
240+8*x,5,280
240+8*x,6,288
240+8*x,7,296
240+8*x,8,304
240+8*x,9,312
240+8*x,10,320
240+8*x,11,328
240+8*x,12,336
240+8*x,13,344
240+8*x,14,352
240+8*x,15,360
240+8*x,16,368
240+8*x,17,376
240+8*x,18,384
240+8*x,19,392
240+8*x,20,400
242+4*x,1,246
242+4*x,2,250
242+4*x,3,254
242+4*x,4,258
242+4*x,5,262
242+4*x,6,266
242+4*x,7,270
242+4*x,8,274
242+4*x,9,278
242+4*x,10,282
242+4*x,11,286
242+4*x,12,290
242+4*x,13,294
242+4*x,14,298
242+4*x,15,302
242+4*x,16,306
242+4*x,17,310
242+4*x,18,314
242+4*x,19,318
242+4*x,20,322
242+4*x,21,326
242+4*x,22,330
242+4*x,23,334
242+4*x,24,338
242+4*x,25,342
242+4*x,26,346
242+4*x,27,350
242+4*x,28,354
242+4*x,29,358
242+4*x,30,362
245+4*x,1,249
245+4*x,2,253
245+4*x,3,257
245+4*x,4,261
245+4*x,5,265
245+4*x,6,269
245+4*x,7,273
245+4*x,8,277
245+4*x,9,281
245+4*x,10,285
245+4*x,11,289
245+4*x,12,293
245+4*x,13,297
245+4*x,14,301
245+4*x,15,305
245+4*x,16,309
245+4*x,17,313
245+4*x,18,317
245+4*x,19,321
245+4*x,20,325
245+7*x,1,252
245+7*x,2,259
245+7*x,3,266
245+7*x,4,273
245+7*x,5,280
245+7*x,6,287
245+7*x,7,294
245+7*x,8,301
245+7*x,9,308
245+7*x,10,315
245+7*x,11,322
245+7*x,12,329
245+7*x,13,336
245+7*x,14,343
245+7*x,15,350
25+2*d(x/3),1,25
25+2*d(x/3),2,25
25+2*d(x/3),3,27
25+2*d(x/3),4,27
25+2*d(x/3),5,27
25+2*d(x/3),6,29
25+2*d(x/3),7,29
25+2*d(x/3),8,29
25+2*d(x/3),9,31
25+2*d(x/3),10,31
25+2*d(x/3),11,31
25+2*d(x/3),12,33
25+2*d(x/3),13,33
25+2*d(x/3),14,33
25+2*d(x/3),15,35
25+2*d(x/3),16,35
25+2*d(x/3),17,35
25+2*d(x/3),18,37
25+2*d(x/3),19,37
25+2*d(x/3),20,37
25+2*d(x/3),21,39
25+2*d(x/3),22,39
25+2*d(x/3),23,39
25+2*d(x/3),24,41
25+2*d(x/3),25,41
25+2*d(x/3),26,41
25+2*d(x/3),27,43
25+2*d(x/3),28,43
25+2*d(x/3),29,43
25+2*d(x/3),30,45
25+2*u(x/4),1,27
25+2*u(x/4),2,27
25+2*u(x/4),3,27
25+2*u(x/4),4,27
25+2*u(x/4),5,29
25+2*u(x/4),6,29
25+2*u(x/4),7,29
25+2*u(x/4),8,29
25+2*u(x/4),9,31
25+2*u(x/4),10,31
25+2*u(x/4),11,31
25+2*u(x/4),12,31
25+2*u(x/4),13,33
25+2*u(x/4),14,33
25+2*u(x/4),15,33
25+2*u(x/4),16,33
25+2*u(x/4),17,35
25+2*u(x/4),18,35
25+2*u(x/4),19,35
25+2*u(x/4),20,35
25+3*d(x/4),1,25
25+3*d(x/4),2,25
25+3*d(x/4),3,25
25+3*d(x/4),4,28
25+3*d(x/4),5,28
25+3*d(x/4),6,28
25+3*d(x/4),7,28
25+3*d(x/4),8,31
25+3*d(x/4),9,31
25+3*d(x/4),10,31
25+3*d(x/4),11,31
25+3*d(x/4),12,34
25+3*d(x/4),13,34
25+3*d(x/4),14,34
25+3*d(x/4),15,34
25+3*d(x/4),16,37
25+3*d(x/4),17,37
25+3*d(x/4),18,37
25+3*d(x/4),19,37
25+3*d(x/4),20,40
25+4*d(x/8),1,25
25+4*d(x/8),2,25
25+4*d(x/8),3,25
25+4*d(x/8),4,25
25+4*d(x/8),5,25
25+4*d(x/8),6,25
25+4*d(x/8),7,25
25+4*d(x/8),8,29
25+4*d(x/8),9,29
25+4*d(x/8),10,29
25+4*d(x/8),11,29
25+4*d(x/8),12,29
25+4*d(x/8),13,29
25+4*d(x/8),14,29
25+4*d(x/8),15,29
25+4*d(x/8),16,33
25+4*d(x/8),17,33
25+4*d(x/8),18,33
25+4*d(x/8),19,33
25+4*d(x/8),20,33
25+5*d(x/5),1,25
25+5*d(x/5),2,25
25+5*d(x/5),3,25
25+5*d(x/5),4,25
25+5*d(x/5),5,30
25+5*d(x/5),6,30
25+5*d(x/5),7,30
25+5*d(x/5),8,30
25+5*d(x/5),9,30
25+5*d(x/5),10,35
25+5*d(x/5),11,35
25+5*d(x/5),12,35
25+5*d(x/5),13,35
25+5*d(x/5),14,35
25+5*d(x/5),15,40
25+5*d(x/5),16,40
25+5*d(x/5),17,40
25+5*d(x/5),18,40
25+5*d(x/5),19,40
25+5*d(x/5),20,45
25+5*d(x/6),1,25
25+5*d(x/6),2,25
25+5*d(x/6),3,25
25+5*d(x/6),4,25
25+5*d(x/6),5,25
25+5*d(x/6),6,30
25+5*d(x/6),7,30
25+5*d(x/6),8,30
25+5*d(x/6),9,30
25+5*d(x/6),10,30
25+5*d(x/6),11,30
25+5*d(x/6),12,35
25+5*d(x/6),13,35
25+5*d(x/6),14,35
25+5*d(x/6),15,35
25+5*d(x/6),16,35
25+5*d(x/6),17,35
25+5*d(x/6),18,40
25+5*d(x/6),19,40
25+5*d(x/6),20,40
25+5*d(x/6),21,40
25+5*d(x/6),22,40
25+5*d(x/6),23,40
25+5*d(x/6),24,45
25+5*d(x/6),25,45
25+5*d(x/6),26,45
25+5*d(x/6),27,45
25+5*d(x/6),28,45
25+5*d(x/6),29,45
25+5*d(x/6),30,50
25+d(x/2),1,25
25+d(x/2),2,26
25+d(x/2),3,26
25+d(x/2),4,27
25+d(x/2),5,27
25+d(x/2),6,28
25+d(x/2),7,28
25+d(x/2),8,29
25+d(x/2),9,29
25+d(x/2),10,30
25+d(x/2),11,30
25+d(x/2),12,31
25+d(x/2),13,31
25+d(x/2),14,32
25+d(x/2),15,32
25+d(x/2),16,33
25+d(x/2),17,33
25+d(x/2),18,34
25+d(x/2),19,34
25+d(x/2),20,35
25-1*d(x/2),1,25
25-1*d(x/2),2,24
25-1*d(x/2),3,24
25-1*d(x/2),4,23
25-1*d(x/2),5,23
25-1*d(x/2),6,22
25-1*d(x/2),7,22
25-1*d(x/2),8,21
25-1*d(x/2),9,21
25-1*d(x/2),10,20
25-1*d(x/2),11,20
25-1*d(x/2),12,19
25-1*d(x/2),13,19
25-1*d(x/2),14,18
25-1*d(x/2),15,18
25-1*d(x/2),16,17
25-1*d(x/2),17,17
25-1*d(x/2),18,16
25-1*d(x/2),19,16
25-1*d(x/2),20,15
25-1*d(x/2),21,15
25-1*d(x/2),22,14
25-1*d(x/2),23,14
25-1*d(x/2),24,13
25-1*d(x/2),25,13
25-1*d(x/2),26,12
25-1*d(x/2),27,12
25-1*d(x/2),28,11
25-1*d(x/2),29,11
25-1*d(x/2),30,10
25-2*x,1,23
25-2*x,2,21
25-2*x,3,19
25-2*x,4,17
25-2*x,5,15
25-2*x,6,13
25-2*x,7,11
25-2*x,8,9
25-2*x,9,7
25-2*x,10,5
250,1,250
250,2,250
250,3,250
250,4,250
250,5,250
250,6,250
250,7,250
250,8,250
250,9,250
250,10,250
250,11,250
250,12,250
250,13,250
250,14,250
250,15,250
250,16,250
250,17,250
250,18,250
250,19,250
250,20,250
250+3*x,1,253
250+3*x,2,256
250+3*x,3,259
250+3*x,4,262
250+3*x,5,265
250+3*x,6,268
250+3*x,7,271
250+3*x,8,274
250+3*x,9,277
250+3*x,10,280
250+3*x,11,283
250+3*x,12,286
250+3*x,13,289
250+3*x,14,292
250+3*x,15,295
250+3*x,16,298
250+3*x,17,301
250+3*x,18,304
250+3*x,19,307
250+3*x,20,310
250+4*x,1,254
250+4*x,2,258
250+4*x,3,262
250+4*x,4,266
250+4*x,5,270
250+4*x,6,274
250+4*x,7,278
250+4*x,8,282
250+4*x,9,286
250+4*x,10,290
250+4*x,11,294
250+4*x,12,298
250+4*x,13,302
250+4*x,14,306
250+4*x,15,310
250+4*x,16,314
250+4*x,17,318
250+4*x,18,322
250+4*x,19,326
250+4*x,20,330
250+4*x,21,334
250+4*x,22,338
250+4*x,23,342
250+4*x,24,346
250+4*x,25,350
250+4*x,26,354
250+4*x,27,358
250+4*x,28,362
250+4*x,29,366
250+4*x,30,370
250+5*x,1,255
250+5*x,2,260
250+5*x,3,265
250+5*x,4,270
250+5*x,5,275
250+5*x,6,280
250+5*x,7,285
250+5*x,8,290
250+5*x,9,295
250+5*x,10,300
250+5*x,11,305
250+5*x,12,310
250+5*x,13,315
250+5*x,14,320
250+5*x,15,325
250+5*x,16,330
250+5*x,17,335
250+5*x,18,340
250+5*x,19,345
250+5*x,20,350
250+5*x,21,355
250+5*x,22,360
250+5*x,23,365
250+5*x,24,370
250+5*x,25,375
250+5*x,26,380
250+5*x,27,385
250+5*x,28,390
250+5*x,29,395
250+5*x,30,400
250+6*x,1,256
250+6*x,2,262
250+6*x,3,268
250+6*x,4,274
250+6*x,5,280
250+6*x,6,286
250+6*x,7,292
250+6*x,8,298
250+6*x,9,304
250+6*x,10,310
250+6*x,11,316
250+6*x,12,322
250+6*x,13,328
250+6*x,14,334
250+6*x,15,340
250+6*x,16,346
250+6*x,17,352
250+6*x,18,358
250+6*x,19,364
250+6*x,20,370
250+6*x,21,376
250+6*x,22,382
250+6*x,23,388
250+6*x,24,394
250+6*x,25,400
250+6*x,26,406
250+6*x,27,412
250+6*x,28,418
250+6*x,29,424
250+6*x,30,430
26+4*u(x/2),1,30
26+4*u(x/2),2,30
26+4*u(x/2),3,34
26+4*u(x/2),4,34
26+4*u(x/2),5,38
26+4*u(x/2),6,38
26+4*u(x/2),7,42
26+4*u(x/2),8,42
26+4*u(x/2),9,46
26+4*u(x/2),10,46
26+4*u(x/2),11,50
26+4*u(x/2),12,50
26+4*u(x/2),13,54
26+4*u(x/2),14,54
26+4*u(x/2),15,58
26+4*u(x/2),16,58
26+4*u(x/2),17,62
26+4*u(x/2),18,62
26+4*u(x/2),19,66
26+4*u(x/2),20,66
26+4*u(x/5),1,30
26+4*u(x/5),2,30
26+4*u(x/5),3,30
26+4*u(x/5),4,30
26+4*u(x/5),5,30
26+4*u(x/5),6,34
26+4*u(x/5),7,34
26+4*u(x/5),8,34
26+4*u(x/5),9,34
26+4*u(x/5),10,34
26+4*u(x/5),11,38
26+4*u(x/5),12,38
26+4*u(x/5),13,38
26+4*u(x/5),14,38
26+4*u(x/5),15,38
26+4*u(x/5),16,42
26+4*u(x/5),17,42
26+4*u(x/5),18,42
26+4*u(x/5),19,42
26+4*u(x/5),20,42
260+4*x,1,264
260+4*x,2,268
260+4*x,3,272
260+4*x,4,276
260+4*x,5,280
260+4*x,6,284
260+4*x,7,288
260+4*x,8,292
260+4*x,9,296
260+4*x,10,300
260+4*x,11,304
260+4*x,12,308
260+4*x,13,312
260+4*x,14,316
260+4*x,15,320
260+4*x,16,324
260+4*x,17,328
260+4*x,18,332
260+4*x,19,336
260+4*x,20,340
260+5*x,1,265
260+5*x,2,270
260+5*x,3,275
260+5*x,4,280
260+5*x,5,285
260+5*x,6,290
260+5*x,7,295
260+5*x,8,300
260+5*x,9,305
260+5*x,10,310
260+5*x,11,315
260+5*x,12,320
260+5*x,13,325
260+5*x,14,330
260+5*x,15,335
260+5*x,16,340
260+5*x,17,345
260+5*x,18,350
260+5*x,19,355
260+5*x,20,360
260+6*x,1,266
260+6*x,2,272
260+6*x,3,278
260+6*x,4,284
260+6*x,5,290
260+6*x,6,296
260+6*x,7,302
260+6*x,8,308
260+6*x,9,314
260+6*x,10,320
260+6*x,11,326
260+6*x,12,332
260+6*x,13,338
260+6*x,14,344
260+6*x,15,350
260+6*x,16,356
260+6*x,17,362
260+6*x,18,368
260+6*x,19,374
260+6*x,20,380
260+6*x,21,386
260+6*x,22,392
260+6*x,23,398
260+6*x,24,404
260+6*x,25,410
260+6*x,26,416
260+6*x,27,422
260+6*x,28,428
260+6*x,29,434
260+6*x,30,440
260+8*x,1,268
260+8*x,2,276
260+8*x,3,284
260+8*x,4,292
260+8*x,5,300
260+8*x,6,308
260+8*x,7,316
260+8*x,8,324
260+8*x,9,332
260+8*x,10,340
260-20*x,1,240
260-20*x,2,220
260-20*x,3,200
260-20*x,4,180
260-20*x,5,160
260-20*x,6,140
260-20*x,7,120
260-20*x,8,100
260-20*x,9,80
260-20*x,10,60
260-40*d(x/4),1,260
260-40*d(x/4),2,260
260-40*d(x/4),3,260
260-40*d(x/4),4,220
260-40*d(x/4),5,220
260-40*d(x/4),6,220
260-40*d(x/4),7,220
260-40*d(x/4),8,180
260-40*d(x/4),9,180
260-40*d(x/4),10,180
260-40*d(x/4),11,180
260-40*d(x/4),12,140
260-40*d(x/4),13,140
260-40*d(x/4),14,140
260-40*d(x/4),15,140
260-40*d(x/4),16,100
260-40*d(x/4),17,100
260-40*d(x/4),18,100
260-40*d(x/4),19,100
260-40*d(x/4),20,60
27+3*u(x/5),1,30
27+3*u(x/5),2,30
27+3*u(x/5),3,30
27+3*u(x/5),4,30
27+3*u(x/5),5,30
27+3*u(x/5),6,33
27+3*u(x/5),7,33
27+3*u(x/5),8,33
27+3*u(x/5),9,33
27+3*u(x/5),10,33
27+3*u(x/5),11,36
27+3*u(x/5),12,36
27+3*u(x/5),13,36
27+3*u(x/5),14,36
27+3*u(x/5),15,36
27+3*u(x/5),16,39
27+3*u(x/5),17,39
27+3*u(x/5),18,39
27+3*u(x/5),19,39
27+3*u(x/5),20,39
27+3*u(x/5),21,42
27+3*u(x/5),22,42
27+3*u(x/5),23,42
27+3*u(x/5),24,42
27+3*u(x/5),25,42
27+3*u(x/5),26,45
27+3*u(x/5),27,45
27+3*u(x/5),28,45
27+3*u(x/5),29,45
27+3*u(x/5),30,45
27+4*u(x/3),1,31
27+4*u(x/3),2,31
27+4*u(x/3),3,31
27+4*u(x/3),4,35
27+4*u(x/3),5,35
27+4*u(x/3),6,35
27+4*u(x/3),7,39
27+4*u(x/3),8,39
27+4*u(x/3),9,39
27+4*u(x/3),10,43
27+4*u(x/3),11,43
27+4*u(x/3),12,43
27+4*u(x/3),13,47
27+4*u(x/3),14,47
27+4*u(x/3),15,47
27+4*u(x/3),16,51
27+4*u(x/3),17,51
27+4*u(x/3),18,51
27+4*u(x/3),19,55
27+4*u(x/3),20,55
270+15*x,1,285
270+15*x,2,300
270+15*x,3,315
270+15*x,4,330
270+15*x,5,345
270+15*x,6,360
270+15*x,7,375
270+15*x,8,390
270+15*x,9,405
270+15*x,10,420
270+15*x,11,435
270+15*x,12,450
270+15*x,13,465
270+15*x,14,480
270+15*x,15,495
270+15*x,16,510
270+15*x,17,525
270+15*x,18,540
270+15*x,19,555
270+15*x,20,570
270+4*x,1,274
270+4*x,2,278
270+4*x,3,282
270+4*x,4,286
270+4*x,5,290
270+4*x,6,294
270+4*x,7,298
270+4*x,8,302
270+4*x,9,306
270+4*x,10,310
270+4*x,11,314
270+4*x,12,318
270+4*x,13,322
270+4*x,14,326
270+4*x,15,330
270+4*x,16,334
270+4*x,17,338
270+4*x,18,342
270+4*x,19,346
270+4*x,20,350
28+4*d(x/6),1,28
28+4*d(x/6),2,28
28+4*d(x/6),3,28
28+4*d(x/6),4,28
28+4*d(x/6),5,28
28+4*d(x/6),6,32
28+4*d(x/6),7,32
28+4*d(x/6),8,32
28+4*d(x/6),9,32
28+4*d(x/6),10,32
28+4*d(x/6),11,32
28+4*d(x/6),12,36
28+4*d(x/6),13,36
28+4*d(x/6),14,36
28+4*d(x/6),15,36
28+4*d(x/6),16,36
28+4*d(x/6),17,36
28+4*d(x/6),18,40
28+4*d(x/6),19,40
28+4*d(x/6),20,40
28+4*d(x/6),21,40
28+4*d(x/6),22,40
28+4*d(x/6),23,40
28+4*d(x/6),24,44
28+4*d(x/6),25,44
28+4*d(x/6),26,44
28+4*d(x/6),27,44
28+4*d(x/6),28,44
28+4*d(x/6),29,44
28+4*d(x/6),30,48
28+8*d(x/10),1,28
28+8*d(x/10),2,28
28+8*d(x/10),3,28
28+8*d(x/10),4,28
28+8*d(x/10),5,28
28+8*d(x/10),6,28
28+8*d(x/10),7,28
28+8*d(x/10),8,28
28+8*d(x/10),9,28
28+8*d(x/10),10,36
28+8*d(x/10),11,36
28+8*d(x/10),12,36
28+8*d(x/10),13,36
28+8*d(x/10),14,36
28+8*d(x/10),15,36
28+8*d(x/10),16,36
28+8*d(x/10),17,36
28+8*d(x/10),18,36
28+8*d(x/10),19,36
28+8*d(x/10),20,44
28-4*d(x/5),1,28
28-4*d(x/5),2,28
28-4*d(x/5),3,28
28-4*d(x/5),4,28
28-4*d(x/5),5,24
28-4*d(x/5),6,24
28-4*d(x/5),7,24
28-4*d(x/5),8,24
28-4*d(x/5),9,24
28-4*d(x/5),10,20
28-4*d(x/5),11,20
28-4*d(x/5),12,20
28-4*d(x/5),13,20
28-4*d(x/5),14,20
28-4*d(x/5),15,16
28-4*d(x/5),16,16
28-4*d(x/5),17,16
28-4*d(x/5),18,16
28-4*d(x/5),19,16
28-4*d(x/5),20,12
28-4*d(x/5),21,12
28-4*d(x/5),22,12
28-4*d(x/5),23,12
28-4*d(x/5),24,12
28-4*d(x/5),25,8
28-4*d(x/5),26,8
28-4*d(x/5),27,8
28-4*d(x/5),28,8
28-4*d(x/5),29,8
28-4*d(x/5),30,4
280+10*x,1,290
280+10*x,2,300
280+10*x,3,310
280+10*x,4,320
280+10*x,5,330
280+10*x,6,340
280+10*x,7,350
280+10*x,8,360
280+10*x,9,370
280+10*x,10,380
280+10*x,11,390
280+10*x,12,400
280+10*x,13,410
280+10*x,14,420
280+10*x,15,430
280+10*x,16,440
280+10*x,17,450
280+10*x,18,460
280+10*x,19,470
280+10*x,20,480
280+3*x,1,283
280+3*x,2,286
280+3*x,3,289
280+3*x,4,292
280+3*x,5,295
280+3*x,6,298
280+3*x,7,301
280+3*x,8,304
280+3*x,9,307
280+3*x,10,310
280+3*x,11,313
280+3*x,12,316
280+3*x,13,319
280+3*x,14,322
280+3*x,15,325
280+3*x,16,328
280+3*x,17,331
280+3*x,18,334
280+3*x,19,337
280+3*x,20,340
280+4*x,1,284
280+4*x,2,288
280+4*x,3,292
280+4*x,4,296
280+4*x,5,300
280+4*x,6,304
280+4*x,7,308
280+4*x,8,312
280+4*x,9,316
280+4*x,10,320
280+4*x,11,324
280+4*x,12,328
280+4*x,13,332
280+4*x,14,336
280+4*x,15,340
280+4*x,16,344
280+4*x,17,348
280+4*x,18,352
280+4*x,19,356
280+4*x,20,360
280+4*x,21,364
280+4*x,22,368
280+4*x,23,372
280+4*x,24,376
280+4*x,25,380
280+4*x,26,384
280+4*x,27,388
280+4*x,28,392
280+4*x,29,396
280+4*x,30,400
280+5*x,1,285
280+5*x,2,290
280+5*x,3,295
280+5*x,4,300
280+5*x,5,305
280+5*x,6,310
280+5*x,7,315
280+5*x,8,320
280+5*x,9,325
280+5*x,10,330
280+5*x,11,335
280+5*x,12,340
280+5*x,13,345
280+5*x,14,350
280+5*x,15,355
280+5*x,16,360
280+5*x,17,365
280+5*x,18,370
280+5*x,19,375
280+5*x,20,380
280+6*x,1,286
280+6*x,2,292
280+6*x,3,298
280+6*x,4,304
280+6*x,5,310
280+6*x,6,316
280+6*x,7,322
280+6*x,8,328
280+6*x,9,334
280+6*x,10,340
280+6*x,11,346
280+6*x,12,352
280+6*x,13,358
280+6*x,14,364
280+6*x,15,370
280+6*x,16,376
280+6*x,17,382
280+6*x,18,388
280+6*x,19,394
280+6*x,20,400
280-4*x,1,276
280-4*x,2,272
280-4*x,3,268
280-4*x,4,264
280-4*x,5,260
280-4*x,6,256
280-4*x,7,252
280-4*x,8,248
280-4*x,9,244
280-4*x,10,240
280-4*x,11,236
280-4*x,12,232
280-4*x,13,228
280-4*x,14,224
280-4*x,15,220
280-4*x,16,216
280-4*x,17,212
280-4*x,18,208
280-4*x,19,204
280-4*x,20,200
29+x,1,30
29+x,2,31
29+x,3,32
29+x,4,33
29+x,5,34
29+x,6,35
29+x,7,36
29+x,8,37
29+x,9,38
29+x,10,39
29+x,11,40
29+x,12,41
29+x,13,42
29+x,14,43
29+x,15,44
29+x,16,45
29+x,17,46
29+x,18,47
29+x,19,48
29+x,20,49
290+10*u(x/5),1,300
290+10*u(x/5),2,300
290+10*u(x/5),3,300
290+10*u(x/5),4,300
290+10*u(x/5),5,300
290+10*u(x/5),6,310
290+10*u(x/5),7,310
290+10*u(x/5),8,310
290+10*u(x/5),9,310
290+10*u(x/5),10,310
290+10*u(x/5),11,320
290+10*u(x/5),12,320
290+10*u(x/5),13,320
290+10*u(x/5),14,320
290+10*u(x/5),15,320
290+10*u(x/5),16,330
290+10*u(x/5),17,330
290+10*u(x/5),18,330
290+10*u(x/5),19,330
290+10*u(x/5),20,330
290+10*u(x/5),21,340
290+10*u(x/5),22,340
290+10*u(x/5),23,340
290+10*u(x/5),24,340
290+10*u(x/5),25,340
290+10*u(x/5),26,350
290+10*u(x/5),27,350
290+10*u(x/5),28,350
290+10*u(x/5),29,350
290+10*u(x/5),30,350
290+4*x,1,294
290+4*x,2,298
290+4*x,3,302
290+4*x,4,306
290+4*x,5,310
290+4*x,6,314
290+4*x,7,318
290+4*x,8,322
290+4*x,9,326
290+4*x,10,330
290+4*x,11,334
290+4*x,12,338
290+4*x,13,342
290+4*x,14,346
290+4*x,15,350
290+4*x,16,354
290+4*x,17,358
290+4*x,18,362
290+4*x,19,366
290+4*x,20,370
290+4*x,21,374
290+4*x,22,378
290+4*x,23,382
290+4*x,24,386
290+4*x,25,390
290+4*x,26,394
290+4*x,27,398
290+4*x,28,402
290+4*x,29,406
290+4*x,30,410
3,1,3
3,2,3
3,3,3
3,4,3
3,5,3
3,6,3
3,7,3
3,8,3
3,9,3
3,10,3
3,11,3
3,12,3
3,13,3
3,14,3
3,15,3
3,16,3
3,17,3
3,18,3
3,19,3
3,20,3
3,21,3
3,22,3
3,23,3
3,24,3
3,25,3
3,26,3
3,27,3
3,28,3
3,29,3
3,30,3
3*x,1,3
3*x,2,6
3*x,3,9
3*x,4,12
3*x,5,15
3*x,6,18
3*x,7,21
3*x,8,24
3*x,9,27
3*x,10,30
3*x,11,33
3*x,12,36
3*x,13,39
3*x,14,42
3*x,15,45
3*x,16,48
3*x,17,51
3*x,18,54
3*x,19,57
3*x,20,60
3+2*u(x/5),1,5
3+2*u(x/5),2,5
3+2*u(x/5),3,5
3+2*u(x/5),4,5
3+2*u(x/5),5,5
3+2*u(x/5),6,7
3+2*u(x/5),7,7
3+2*u(x/5),8,7
3+2*u(x/5),9,7
3+2*u(x/5),10,7
3+2*u(x/5),11,9
3+2*u(x/5),12,9
3+2*u(x/5),13,9
3+2*u(x/5),14,9
3+2*u(x/5),15,9
3+2*u(x/5),16,11
3+2*u(x/5),17,11
3+2*u(x/5),18,11
3+2*u(x/5),19,11
3+2*u(x/5),20,11
3+d(x/10),1,3
3+d(x/10),2,3
3+d(x/10),3,3
3+d(x/10),4,3
3+d(x/10),5,3
3+d(x/10),6,3
3+d(x/10),7,3
3+d(x/10),8,3
3+d(x/10),9,3
3+d(x/10),10,4
3+d(x/10),11,4
3+d(x/10),12,4
3+d(x/10),13,4
3+d(x/10),14,4
3+d(x/10),15,4
3+d(x/10),16,4
3+d(x/10),17,4
3+d(x/10),18,4
3+d(x/10),19,4
3+d(x/10),20,5
3+d(x/10),21,5
3+d(x/10),22,5
